-0,00670142514631152
0,01303717431188
0,0115749494205713
0,00841727261447799
0,0311817985888309
0,0289387115427495
0,0276720464216717
0,0364347881172914
0,0406699334367591
0,0418636039874393
0,0560170448807193
0,0510643297459496
0,0737680767601699
0,071367671106922
0,0760947802319753
0,0872495289917986
0,0827891519003456
0,0811156455006463
0,0985735120236127
0,105804900773765
0,10741621007213
0,0954161219552621
0,107954335205735
0,112879726189044
0,115392137464196
0,129157074962012
0,121306383103744
0,121507923942978
0,133431042198511
0,126773685240101
0,139223915995014
0,144413038468818
0,131401599589726
0,136294751325127
0,152237494921526
0,135916348461479
0,152514944771118
0,14117058561685
0,14763099717244
0,142530978617303
0,146502058152424
0,14130123600796
0,145505327144752
0,146516322396099
0,15333834331268
0,156787489460076
0,143573364351443
0,140664672302452
0,137286708063575
0,136500616588404
0,135924121613054
0,149395607940691
0,131991406675686
0,139485247996224
0,133570495650926
0,134529212468199
0,131806302263267
0,134232411712005
0,13176266757385
0,117516276526573
0,11002654026295
0,116941099152909
0,105014651566532
0,101844965095199
0,111188476930889
0,0929482524879254
0,0914116595837876
0,0955215624695432
0,0843208309248032
0,0878467663942785
0,0856789416572491
0,0774933632746413
0,0750856386291458
0,0566131564196725
0,0691546089388759
0,0535101129531811
0,058653237058123
0,0383720496857301
0,0404348371966034
0,0230396215885973
0,0230344694217041
0,0258039400559545
0,0233826876354771
0,0076930576042136
-0,000109009424638514
-0,0062981380261439
0,00686977350153029
0,00444225299172103
0,00896416436880827
0,00258079407736659
0,00899741811677814
0,00928807883523405
-0,00675874763168395
-0,00868776094168425
-0,00783204210922122
0,00934822098352015
-0,00679391039535403
-0,00330965001136065
0,00227798946201801
-0,000640930766239762
-0,00908636558800936
-0,00100796195678413
-0,00734601516276598
0,00666861686855555
0,00123702709563077
-0,00750916564837098
-0,0040076007694006
0,000909374374896288
-0,00284566295333207
0,00805073281750083
0,000956953410059214
0,00262628810480237
0,00175932576879859
-0,00225835523568094
0,00924137111753225
0,00610749461688101
0,0014434086997062
0,00611114461906254
0,000549747608602047
0,000407573068514466
-0,00130806130357087
-0,000452834274619818
-0,000304348096251488
0,00193319106474519
0,000859404793009162
0,00186360980384052
0,00128141204826534
0,00406549439765513
0,00855395979247987
-0,00644059848040342
-0,00657543636858463
0,00946759421378374
0,00255143956281245
-0,00392145153135061
0,00613621108233929
-0,00621153333224356
-0,00143061717972159
-0,00787138967774808
0,00469784104265273
0,00572371987625957
-0,00982065686024725
-0,00434520554728806
-0,00164999201893806
0,00193866890855134
0,003396439217031
-0,00240862090140581
-0,00195383647456765
-0,00516015207394957
-0,00629747628234327
0,00859591114334762
0,00524742099456489
0,00239446242339909
-0,0018569231312722
-0,00505692709237337
-0,00567234651185572
0,00900248166173697
0,00680668271146715
0,00560906554572284
0,00306797605939209
0,00536064250394702
0,00916846706531942
-0,00350746029987931
-0,0151717632822692
-0,0282800933718681
-0,0474289118312299
-0,0490355521906167
-0,0544916267041117
-0,0688595290016383
-0,0769069418683648
-0,0897937856521457
-0,103135809125379
-0,106727598728612
-0,114138991199434
-0,124785801144317
-0,144788929810748
-0,15074255197309
-0,0805277553790559
0,00659056704801817
0,0840972959529608
0,153174768338601
0,235186478191366
0,309344716947526
0,395569230762
0,473329555069407
0,544287789855152
0,609896884259457
0,702332036731144
0,771094472566619
0,85550594980518
0,925400012799849
0,99645511507988
0,970864893060976
0,924273504880922
0,879854780369039
0,851156228260536
0,815416021621121
0,779390656749851
0,735236030137166
0,695127921190911
0,661055143452915
0,634013673056449
0,590563540636961
0,562898973305044
0,518446110428444
0,474349168064073
0,436681472065725
0,396274987026783
0,365726174589779
0,338510134351839
0,298943711551172
0,260805704842455
0,218934707790613
0,17685985707944
0,148279697509216
0,107502358098115
0,0797190755060208
0,0400813436734356
-0,00492750993264577
-0,0406150233466179
-0,0867512738491808
-0,119938426394282
-0,153860674818446
-0,19403004755133
-0,217163467105212
-0,25970880676327
-0,301707997871563
-0,294221735643223
-0,278996035037562
-0,246479201084003
-0,248407902112231
-0,234120783060789
-0,217139274273068
-0,196028169160709
-0,174414809318259
-0,156797292623669
-0,156227573584765
-0,130214819861576
-0,113482808927074
-0,114793703835458
-0,0898502426221967
-0,0661152786854655
-0,0528713505528867
-0,0439485442359001
-0,0223029241058976
-0,0152500431891531
0,00341400704346597
-0,005647111563012
0,0000736084021627903
0,00381807968951762
-0,00122312507592142
0,000465191705152392
0,00816536758095026
0,00634477154351771
0,00500657272525132
0,00671618619002402
-0,000506892362609506
0,00463491252623498
0,00999631239101291
0,00584009173326194
0,00264266273006797
-0,00144446844235063
0,00712344353087246
-0,00762968042865396
0,00968583890236914
-0,000628756852820516
-0,00239365029148757
-0,00804338276386261
0,00471210088580847
-0,00695140580646694
0,00109158645384014
0,00332535990513861
0,0043518474791199
0,00544075451791287
0,00714968911372125
0,00491254880093038
-0,00740449945442379
0,00423125204630196
-0,000429453933611512
0,00625834824517369
-0,00683404016308486
0,00357326028868556
-0,00117623995989561
0,0020968893636018
0,00186376437544823
-0,00538061056286097
-0,00997347771190107
-0,00875125897116959
0,00925430196337402
-0,00997716531157494
0,00708883276209235
0,00189696470275521
-0,00142163375392556
0,00421227629296482
0,00426728427410126
-0,00173579485155642
-0,0064164805598557
-0,00812636601738632
0,000220822393894196
0,00829562033526599
-0,00507777182385325
-0,00868759115226567
0,00162098024040461
0,00927407565526664
0,0067531633656472
-0,00122933063656092
0,00418662445619702
0,00934866391122341
-0,00699807859025896
-0,00624282946810126
0,0056070121563971
-0,00383211875334382
0,0073304308205843
-0,00556922779418528
0,00826477061025798
-0,000805804803967476
-0,000949838357046247
0,00829129289835691
0,000442936224862933
-0,00169553639367223
0,00831412758678198
-0,00246823101304471
-0,00979857169091702
-0,00310750615783036
-0,00825595471076667
0,00446871258318424
0,00515669899061322
-0,00467243527062237
0,00634234656579792
-0,00462247861549258
-0,00637681493535638
-0,00873542525805533
-0,00331006976775825
0,00524416531436145
-0,00946134959347546
-0,00655690639279783
-0,00598516532219946
0,00472527486272156
-0,00720824248157442
